Product Name,Product URL,Brand,Sale Price,Mrp,Discount Percentage,Number Of Ratings,Number Of Reviews,Upc,Star Rating,Ram
"Coolpad Note 5 Lite (Grey / Space Grey, 16 GB)",https://www.flipkart.com/coolpad-note-5-lite-grey-space-grey-16-gb/p/itmffgn2kggrgkyk?pid=MOBETM97YBV7XG3U,Coolpad,6999,6999,0,1912,271,MOBETM97YBV7XG3U,3.9,3 GB
"KARA Mega 2 (4G Volte) (Gold, 16 GB)",https://www.flipkart.com/kara-mega-2-4g-volte-gold-16-gb/p/itmetmhqvxtvzzgw?pid=MOBETMHQAQA658TN,KARA,4600,4600,0,80,9,MOBETMHQAQA658TN,3.4,2 GB
"YU Yureka Black (Chrome Black, 32 GB)",https://www.flipkart.com/yu-yureka-black-chrome-black-32-gb/p/itmeuyd7pxcy29xe?pid=MOBETV7YFHRDJ7CH,YU,6440,6440,0,17028,4466,MOBETV7YFHRDJ7CH,4,4 GB
"Micromax Canvas 2 (Chrome Black, 16 GB)",https://www.flipkart.com/micromax-canvas-2-chrome-black-16-gb/p/itmetvekfmzgzwp8?pid=MOBETVEKXWUGFBJV,Micromax,5999,5999,0,3304,525,MOBETVEKXWUGFBJV,3.7,3 GB
"ViVO Y21L (Grey, 16 GB)",https://www.flipkart.com/vivo-y21l-grey-16-gb/p/itmeu4a4ykhmehcs?pid=MOBEU4A4GZT2DWX5,ViVO,8490,8490,0,1038,195,MOBEU4A4GZT2DWX5,4,1 GB
"SAMSUNG Galaxy J5 Prime (Gold, 32 GB)",https://www.flipkart.com/samsung-galaxy-j5-prime-gold-32-gb/p/itmeu7jz5egxaghm?pid=MOBEU7JZE4GAQM24,SAMSUNG,13500,13500,0,3363,412,MOBEU7JZE4GAQM24,4.3,3 GB
"SAMSUNG Galaxy J5 Prime (Black, 32 GB)",https://www.flipkart.com/samsung-galaxy-j5-prime-black-32-gb/p/itmeu7jzvnrhtmby?pid=MOBEU7JZEYSWGHSG,SAMSUNG,13500,13500,0,3363,412,MOBEU7JZEYSWGHSG,4.3,3 GB
"SAMSUNG Z4 (Gold, 8 GB)",https://www.flipkart.com/samsung-z4-gold-8-gb/p/itmeuyd7hytbzgvn?pid=MOBEU8N96CTFYAWG,SAMSUNG,6200,6200,0,1204,153,MOBEU8N96CTFYAWG,3.5,1 GB
"Moto E 4th Gen (Iron Gray, 16 GB)",https://www.flipkart.com/moto-e-4th-gen-iron-gray-16-gb/p/itmeuyd53uvf5zh6?pid=MOBEU9WR2H2PMN94,Motorola,8499,8499,0,1546,168,MOBEU9WR2H2PMN94,4,2 GB
"Moto C Plus (Pearl White, 16 GB)",https://www.flipkart.com/moto-c-plus-pearl-white-16-gb/p/itmeuyd6nhzycmaa?pid=MOBEU9WRGVXDPBSF,Motorola,6900,6900,0,365212,54512,MOBEU9WRGVXDPBSF,4.2,2 GB
"Celkon Diamond U (Gold, 16 GB)",https://www.flipkart.com/celkon-diamond-u-gold-16-gb/p/itmeuauwu69ppabv?pid=MOBEUAUWRHZESUZE,Celkon,5999,5999,0,74,13,MOBEUAUWRHZESUZE,3.6,2 GB
"ViVO Y53 (Matte Black, 16 GB)",https://www.flipkart.com/vivo-y53-matte-black-16-gb/p/itmeuydacv5q9kpz?pid=MOBEUFZG2NQJTFBY,ViVO,8490,8490,0,6002,806,MOBEUFZG2NQJTFBY,4.2,2 GB
"ViVO Y55S (Matte Black, 16 GB)",https://www.flipkart.com/vivo-y55s-matte-black-16-gb/p/itmeuyd8zgfc3axh?pid=MOBEUFZGAT5TFQDF,ViVO,13995,13995,0,3836,533,MOBEUFZGAT5TFQDF,4.3,3 GB
"Honor 8 Lite (Black, 64 GB)",https://www.flipkart.com/honor-8-lite-black-64-gb/p/itmeuhgt3yjedxv2?pid=MOBEUHGTSXWJUCNZ,Honor,14500,16000,9,5480,958,MOBEUHGTSXWJUCNZ,4.3,4 GB
"OPPO F3 (Black, 64 GB)",https://www.flipkart.com/oppo-f3-black-64-gb/p/itmff5gpyrsu2prw?pid=MOBEUMW44EWAX9VE,OPPO,23500,23500,0,52706,8763,MOBEUMW44EWAX9VE,4.3,4 GB
"Coolpad Note 5 Lite (Royal gold, 16 GB)",https://www.flipkart.com/coolpad-note-5-lite-royal-gold-16-gb/p/itmev2r4acejqsr3?pid=MOBEV2R4B8RRD7HH,Coolpad,6999,6999,0,1912,271,MOBEV2R4B8RRD7HH,3.9,3 GB
"LAVA Z10 (Space Grey, 16 GB)",https://www.flipkart.com/lava-z10-space-grey-16-gb/p/itmevt7wuueafwdc?pid=MOBEV5W8BAZ22J3K,LAVA,8999,9690,7,71,14,MOBEV5W8BAZ22J3K,3.8,3 GB
"SAMSUNG Galaxy S8 Plus (Orchid Grey, 64 GB)",https://www.flipkart.com/samsung-galaxy-s8-plus-orchid-grey-64-gb/p/itmeveqzfgabaqeg?pid=MOBEVEQZCWYYYGNT,SAMSUNG,53990,53990,0,2006,338,MOBEVEQZCWYYYGNT,4.6,4 GB
"KARBONN Aura Power 4G (Black, 8 GB)",https://www.flipkart.com/karbonn-aura-power-4g-black-8-gb/p/itmevmgg2yvxtm8b?pid=MOBEVMGGZNSRASHE,KARBONN,6557,6557,0,673,68,MOBEVMGGZNSRASHE,3.6,1 GB
"Honor Bee 2 (Gold, 8 GB)",https://www.flipkart.com/honor-bee-2-gold-8-gb/p/itmevmkdbhwb2pxj?pid=MOBEVMKDGWGYUYHG,Honor,6499,6499,0,922,125,MOBEVMKDGWGYUYHG,3.9,1 GB
"YU Yunique 2 (Coal Black, 16 GB)",https://www.flipkart.com/yu-yunique-2-coal-black-16-gb/p/itmevq27ztjcdxvv?pid=MOBEVPVCF5QGV3QT,YU,5999,5999,0,20022,3666,MOBEVPVCF5QGV3QT,3.8,2 GB
"Nokia 6 (Matte Black, 32 GB)",https://www.flipkart.com/nokia-6-matte-black-32-gb/p/itmf4pfygakjgnzt?pid=MOBEVR8X2T7YX7ZG,Nokia,13999,13999,0,4430,702,MOBEVR8X2T7YX7ZG,3.9,3 GB
"Nokia 5 (Matte Black, 16 GB)",https://www.flipkart.com/nokia-5-matte-black-16-gb/p/itmezz3tggfcfsed?pid=MOBEVR8X3CKYPRQG,Nokia,7499,9290,19,950,174,MOBEVR8X3CKYPRQG,4,2 GB
"Nokia 5 (Tempered Blue, 16 GB)",https://www.flipkart.com/nokia-5-tempered-blue-16-gb/p/itmezz3tggfcfsed?pid=MOBEVR8XHE424CBV,Nokia,11990,11990,0,950,174,MOBEVR8XHE424CBV,4,2 GB
"Nokia 3 (Silver White, 16 GB)",https://www.flipkart.com/nokia-3-silver-white-16-gb/p/itmeyzsucw4yh83b?pid=MOBEVR8XZ6GGVQSE,Nokia,8588,8588,0,8226,1297,MOBEVR8XZ6GGVQSE,3.9,2 GB
"SAMSUNG Galaxy J7 Nxt (Black, 16 GB)",https://www.flipkart.com/samsung-galaxy-j7-nxt-black-16-gb/p/itmevyzyxnggkza6?pid=MOBEVYZYWYEQVJK7,SAMSUNG,11995,11995,0,9930,1312,MOBEVYZYWYEQVJK7,4.4,2 GB
"SAMSUNG Galaxy J7 Nxt (Gold, 16 GB)",https://www.flipkart.com/samsung-galaxy-j7-nxt-gold-16-gb/p/itmevyzyk4v5hayp?pid=MOBEVYZYZUZFUHSJ,SAMSUNG,10995,10995,0,9930,1312,MOBEVYZYZUZFUHSJ,4.4,2 GB
"Infocus M535 Plus (Silver, 16 GB)",https://www.flipkart.com/infocus-m535-plus-silver-16-gb/p/itmew7pyhpnmfkxh?pid=MOBEW7PYXJ2JBUUH,Infocus,6000,12699,52,5,3,MOBEW7PYXJ2JBUUH,2.2,3 GB
"OPPO F3 (Rose Gold, 64 GB)",https://www.flipkart.com/oppo-f3-rose-gold-64-gb/p/itmff5gpyrsu2prw?pid=MOBEW8NZDNHYVWJX,OPPO,18000,18000,0,52706,8763,MOBEW8NZDNHYVWJX,4.3,4 GB
"KARBONN Aura Note 2 (Black Champagne, 16 GB)",https://www.flipkart.com/karbonn-aura-note-2-black-champagne-16-gb/p/itmewhm9vzmzw962?pid=MOBEWHM9GPUBJMPA,KARBONN,7899,7899,0,299,63,MOBEWHM9GPUBJMPA,3.7,2 GB
"Micromax Canvas 1 (Chrome Black, 16 GB)",https://www.flipkart.com/micromax-canvas-1-chrome-black-16-gb/p/itmewhvhfmqfvmew?pid=MOBEWHVHDBUGVWZ5,Micromax,5499,7999,31,5442,891,MOBEWHVHDBUGVWZ5,3.8,2 GB
"Micromax Selfie 2 (Champagne, 32 GB)",https://www.flipkart.com/micromax-selfie-2-champagne-32-gb/p/itmewhvhytjh7fdv?pid=MOBEWHVHKQGZTW4B,Micromax,10209,10409,1,596,90,MOBEWHVHKQGZTW4B,3.6,3 GB
"OPPO F3 Deepika Padukone Limited Edition (Rose Gold, 64 GB)",https://www.flipkart.com/oppo-f3-deepika-padukone-limited-rose-gold-64-gb/p/itmewmaufwqrhgwy?pid=MOBEWMAUTF8XTEMU,OPPO,17000,17000,0,257,59,MOBEWMAUTF8XTEMU,4.3,4 GB
"Lenovo K8 (Fine Gold, 32 GB)",https://www.flipkart.com/lenovo-k8-fine-gold-32-gb/p/itmffzffhhyvx3yf?pid=MOBEWN62VHHA2HPN,Lenovo,11499,11499,0,2629,354,MOBEWN62VHHA2HPN,4.1,3 GB
"Lenovo K8 Plus (Fine Gold, 32 GB)",https://www.flipkart.com/lenovo-k8-plus-fine-gold-32-gb/p/itmex9kpqjfgwbkq?pid=MOBEWN63NBDSMVPG,Lenovo,8490,8490,0,307215,51740,MOBEWN63NBDSMVPG,4.1,3 GB
"ASUS Zenfone 4 Selfie Dual Camera (Black, 64 GB)",https://www.flipkart.com/asus-zenfone-4-selfie-dual-camera-black-64-gb/p/itmex8h6tpfgjqhh?pid=MOBEWPZFH8QQDT5V,ASUS,15999,15999,0,9008,1965,MOBEWPZFH8QQDT5V,4.1,4 GB
"ViVO Y69 (Gold, 32 GB)",https://www.flipkart.com/vivo-y69-gold-32-gb/p/itmexcrcrcgxgqyv?pid=MOBEWW2DHYDRNZVB,ViVO,14990,14990,0,5587,769,MOBEWW2DHYDRNZVB,4.3,3 GB
"ViVO Y69 (Matte Black, 32 GB)",https://www.flipkart.com/vivo-y69-matte-black-32-gb/p/itmexcrcrcgxgqyv?pid=MOBEWW2DZZMRZXBR,ViVO,13900,13900,0,5587,769,MOBEWW2DZZMRZXBR,4.3,3 GB
"YU Yunique 2 Plus (Champagne, 16 GB)",https://www.flipkart.com/yu-yunique-2-plus-champagne-16-gb/p/itmeww9jyzwjuvwh?pid=MOBEWW8FEMT7AGFW,YU,4999,4999,0,7124,910,MOBEWW8FEMT7AGFW,3.8,3 GB
"YU Yunique 2 Plus (Coal Black, 16 GB)",https://www.flipkart.com/yu-yunique-2-plus-coal-black-16-gb/p/itmeww9jyzwjuvwh?pid=MOBEWW8FF4RACNNP,YU,4999,4999,0,7124,910,MOBEWW8FF4RACNNP,3.8,3 GB
"Honor 8 Pro (Midnight Black, 128 GB)",https://www.flipkart.com/honor-8-pro-midnight-black-128-gb/p/itmeymafrghbjcpf?pid=MOBEWXHMVYBBMZGJ,Honor,29999,29999,0,11251,2552,MOBEWXHMVYBBMZGJ,4.4,6 GB
"GIONEE A1 Lite (Black, 32 GB)",https://www.flipkart.com/gionee-a1-lite-black-32-gb/p/itmeww5ckyaeuwt6?pid=MOBEWZE9GAAWZBVQ,GIONEE,5799,6999,17,19025,2418,MOBEWZE9GAAWZBVQ,3.9,3 GB
"Alcatel U5 HD (Metallic Black, 16 GB)",https://www.flipkart.com/alcatel-u5-hd-metallic-black-16-gb/p/itmeyeqgs3bsgphn?pid=MOBEX2RWRXFTDU3D,Alcatel,6499,6499,0,1184,221,MOBEX2RWRXFTDU3D,3.6,2 GB
"Alcatel U5 HD (Metallic Gold, 16 GB)",https://www.flipkart.com/alcatel-u5-hd-metallic-gold-16-gb/p/itmey5nxtzbkphpy?pid=MOBEX2RWYZZWHHCG,Alcatel,6499,6499,0,1184,221,MOBEX2RWYZZWHHCG,3.6,2 GB
"YU Yureka 2 (Champagne/Gold, 64 GB)",https://www.flipkart.com/yu-yureka-2-champagne-gold-64-gb/p/itmex2zgmrbbhfzz?pid=MOBEX2ZGYUZSDVXS,YU,12299,13999,12,3591,1021,MOBEX2ZGYUZSDVXS,3.3,4 GB
"ViVO V7+ (Gold, 64 GB)",https://www.flipkart.com/vivo-v7-gold-64-gb/p/itmffy7tqqgyvgdv?pid=MOBEX3YCCYN57ZN6,ViVO,22221,22221,0,17534,2690,MOBEX3YCCYN57ZN6,4.4,4 GB
"Mi A1 (Black, 64 GB)",https://www.flipkart.com/mi-a1-black-64-gb/p/itmexnsrtzhbbneg?pid=MOBEX9WXUSZVYHET,Mi,11210,11210,0,471046,72987,MOBEX9WXUSZVYHET,4.4,4 GB
"Mi A1 (Gold, 64 GB)",https://www.flipkart.com/mi-a1-gold-64-gb/p/itmf8mcdmqrcdxdg?pid=MOBEX9WXZCZHWXUZ,Mi,12999,12999,0,471046,72987,MOBEX9WXZCZHWXUZ,4.4,4 GB
"LAVA A97 IPS Signature Edition 4G with VoLTE (Blue & Black, 8 GB)",https://www.flipkart.com/lava-a97-ips-signature-4g-volte-blue-black-8-gb/p/itmexbmjhwyezy6z?pid=MOBEXBMJYJ5P6RFA,LAVA,5500,5500,0,334,47,MOBEXBMJYJ5P6RFA,3.8,1 GB
"Redmi Note 4 (Lake Blue, 64 GB)",https://www.flipkart.com/redmi-note-4-lake-blue-64-gb/p/itmf23tr8qt6qgzz?pid=MOBEXFKVEDPWPFVD,Redmi,10490,10490,0,1340123,213834,MOBEXFKVEDPWPFVD,4.4,4 GB
"OPPO A71 (Black, 16 GB)",https://www.flipkart.com/oppo-a71-black-16-gb/p/itmexhdznhc52wt7?pid=MOBEXHDSMGGGMMWU,OPPO,12500,12500,0,1059,109,MOBEXHDSMGGGMMWU,4.2,3 GB
"OPPO A71 (Gold, 16 GB)",https://www.flipkart.com/oppo-a71-gold-16-gb/p/itmexhdznhc52wt7?pid=MOBEXHDZF5ZKHSDG,OPPO,12500,12500,0,1059,109,MOBEXHDZF5ZKHSDG,4.2,3 GB
"Panasonic Eluga Ray 500 (Marine Blue, 32 GB)",https://www.flipkart.com/panasonic-eluga-ray-500-marine-blue-32-gb/p/itmexhhkngfxbfsz?pid=MOBEXHHKEBZWEGYT,Panasonic,13000,13000,0,4331,809,MOBEXHHKEBZWEGYT,3.5,3 GB
"Panasonic Eluga Ray 700 (Champagne Gold, 32 GB)",https://www.flipkart.com/panasonic-eluga-ray-700-champagne-gold-32-gb/p/itmexhhk5q8brgx2?pid=MOBEXHHKGSKYGPZJ,Panasonic,16000,16000,0,35124,7163,MOBEXHHKGSKYGPZJ,3.6,3 GB
"KARBONN K9 Smart Yuva 4G VoLTE (Black & Champagne, 8 GB)",https://www.flipkart.com/karbonn-k9-smart-yuva-4g-volte-black-champagne-8-gb/p/itmexkh7hdvydcww?pid=MOBEXKH7EFNBZYXK,KARBONN,3890,3890,0,357,33,MOBEXKH7EFNBZYXK,3.6,1 GB
"HTC U11 (Solar Red, 128 GB)",https://www.flipkart.com/htc-u11-solar-red-128-gb/p/itmexkqj3qzr2ssk?pid=MOBEXKQJEXA5SMHW,HTC,53990,53990,0,387,125,MOBEXKQJEXA5SMHW,4.6,6 GB
"Honor 9i (Aurora Blue, 64 GB)",https://www.flipkart.com/honor-9i-aurora-blue-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP92WMQUKHB,Honor,19999,19999,0,70778,10417,MOBEXNP92WMQUKHB,4.3,4 GB
"Honor 9i (Graphite Black, 64 GB)",https://www.flipkart.com/honor-9i-graphite-black-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP98SPYXR4J,Honor,19999,19999,0,70778,10417,MOBEXNP98SPYXR4J,4.3,4 GB
"Micromax Canvas 2 (Champagne, 16 GB)",https://www.flipkart.com/micromax-canvas-2-champagne-16-gb/p/itmetvekfmzgzwp8?pid=MOBEXRCHRGYZSWTY,Micromax,7499,7499,0,3304,525,MOBEXRCHRGYZSWTY,3.7,3 GB
"APPLE iPhone 8 Plus (Gold, 64 GB)",https://www.flipkart.com/apple-iphone-8-plus-gold-64-gb/p/itmexrgvuzgzttzh?pid=MOBEXRGV7EHHTGUH,Apple,49900,49900,0,3431,356,MOBEXRGV7EHHTGUH,4.6,2 GB
"APPLE iPhone 8 Plus (Space Grey, 256 GB)",https://www.flipkart.com/apple-iphone-8-plus-space-grey-256-gb/p/itmexrgvzkbyqgtf?pid=MOBEXRGVAC6TJT4F,Apple,84900,84900,0,3431,356,MOBEXRGVAC6TJT4F,4.6,2 GB
"APPLE iPhone 8 Plus (Silver, 256 GB)",https://www.flipkart.com/apple-iphone-8-plus-silver-256-gb/p/itmexrgvxatuyrqw?pid=MOBEXRGVGETABXWZ,Apple,84900,84900,0,3431,356,MOBEXRGVGETABXWZ,4.6,2 GB
"APPLE iPhone 8 (Silver, 256 GB)",https://www.flipkart.com/apple-iphone-8-silver-256-gb/p/itmexrgvae48gzhp?pid=MOBEXRGVMZWUHCBA,Apple,77000,77000,0,11202,794,MOBEXRGVMZWUHCBA,4.5,2 GB
"APPLE iPhone 8 (Gold, 256 GB)",https://www.flipkart.com/apple-iphone-8-gold-256-gb/p/itmexrgv8bvfbzgw?pid=MOBEXRGVPK7PFEJZ,Apple,77000,77000,0,11202,794,MOBEXRGVPK7PFEJZ,4.5,2 GB
"APPLE iPhone 8 Plus (Silver, 64 GB)",https://www.flipkart.com/apple-iphone-8-plus-silver-64-gb/p/itmexrgv7yfjbryy?pid=MOBEXRGVQGYYP8FV,Apple,49900,49900,0,3431,356,MOBEXRGVQGYYP8FV,4.6,2 GB
"APPLE iPhone 8 Plus (Space Grey, 64 GB)",https://www.flipkart.com/apple-iphone-8-plus-space-grey-64-gb/p/itmexrgvehtzhh9v?pid=MOBEXRGVQKBREZP8,Apple,49900,49900,0,3431,356,MOBEXRGVQKBREZP8,4.6,2 GB
"APPLE iPhone 8 (Space Grey, 256 GB)",https://www.flipkart.com/apple-iphone-8-space-grey-256-gb/p/itmexrgvypzqw6df?pid=MOBEXRGVZFZGZEWV,Apple,77000,77000,0,11202,794,MOBEXRGVZFZGZEWV,4.5,2 GB
"I Kall K-1 (Golden, 8 GB)",https://www.flipkart.com/kall-k-1-golden-8-gb/p/itmffy7rcdevzcvs?pid=MOBEXZ4NDPXWXZ5R,IKall,3782,3799,0,3913,501,MOBEXZ4NDPXWXZ5R,3.3,1 GB
"ASUS Zenfone 4 (Blue, 8 GB)",https://www.flipkart.com/asus-zenfone-4-blue-8-gb/p/itmeygpv4uxt4gjx?pid=MOBEY2ZC4WUH26KB,ASUS,6499,6499,0,31375,4476,MOBEY2ZC4WUH26KB,3.9,1 GB
"Honor Holly (Black/White, 16 GB)",https://www.flipkart.com/honor-holly-black-white-16-gb/p/itmeuyd8qgtbzmaz?pid=MOBEY39PGWFVQHQE,Honor,5999,5999,0,38739,5908,MOBEY39PGWFVQHQE,4.1,1 GB
"Micromax Bharat 4 (Black/Jet Black, 16 GB)",https://www.flipkart.com/micromax-bharat-4-black-jet-black-16-gb/p/itmey7v5xzuhykb9?pid=MOBEY7V5WKTFHSVW,Micromax,5780,5780,0,859,111,MOBEY7V5WKTFHSVW,3.7,1 GB
"SAMSUNG Galaxy Grand 2 (Gold, 8 GB)",https://www.flipkart.com/samsung-galaxy-grand-2-gold-8-gb/p/itmefr9grgpfrjzj?pid=MOBEY7ZMZMXT7NM2,SAMSUNG,15999,16740,4,4676,663,MOBEY7ZMZMXT7NM2,4.1,1.5 GB
"Micromax Canvas 4 Plus A315 (Black, 16 GB)",https://www.flipkart.com/micromax-canvas-4-plus-a315-black-16-gb/p/itmezhdhwtf4wgfz?pid=MOBEYBX4XDGTZQJ9,Micromax,9000,17499,48,325,50,MOBEYBX4XDGTZQJ9,3.7,1 GB
"LAVA Z60 (Black, 16 GB)",https://www.flipkart.com/lava-z60-black-16-gb/p/itmf5chghcwrcmbh?pid=MOBEYCGM3S8BEREZ,LAVA,6519,6519,0,2338,362,MOBEYCGM3S8BEREZ,4,1 GB
"Mi Mix 2 (Black, 128 GB)",https://www.flipkart.com/mi-mix-2-black-128-gb/p/itmeyk8z8cwf6faz?pid=MOBEYCHKGHZJMGJZ,Mi,37999,37999,0,6051,1050,MOBEYCHKGHZJMGJZ,4.3,6 GB
"Micromax Canvas Infinity (Black, 32 GB)",https://www.flipkart.com/micromax-canvas-infinity-black-32-gb/p/itmeydhhhsyrbfxe?pid=MOBEYDHH9BHYMFDT,Micromax,6999,7499,6,15668,2201,MOBEYDHH9BHYMFDT,4,3 GB
"I Kall K-1 (Black, 8 GB)",https://www.flipkart.com/kall-k-1-black-8-gb/p/itmffy7rcdevzcvs?pid=MOBEYDHXKAVQR9HH,IKall,3782,4299,12,3913,501,MOBEYDHXKAVQR9HH,3.3,1 GB
"Voto V2 (Black, 16 GB)",https://www.flipkart.com/voto-v2-black-16-gb/p/itmf78hutjebmqkb?pid=MOBEYKDNURWMYGNH,Voto,3999,3999,0,6174,826,MOBEYKDNURWMYGNH,3.5,2 GB
"Voto V2i (Black, 32 GB)",https://www.flipkart.com/voto-v2i-black-32-gb/p/itmeykdnjxcdzevz?pid=MOBEYKDNUZXCZGYR,Voto,4100,4100,0,1056,143,MOBEYKDNUZXCZGYR,3.3,2 GB
"SAMSUNG Galaxy J2-2017 (Absolute black, 8 GB)",https://www.flipkart.com/samsung-galaxy-j2-2017-absolute-black-8-gb/p/itmeym9wqazmrqzy?pid=MOBEYM9W5YZQPZZ2,SAMSUNG,6000,6000,0,3995,336,MOBEYM9W5YZQPZZ2,4.2,1 GB
"Tecno i3 PRO (Gold, 16 GB)",https://www.flipkart.com/tecno-i3-pro-gold-16-gb/p/itmeyzncvjzrggff?pid=MOBEYWCPQUBHRYJ4,Tecno,10000,10000,0,64,7,MOBEYWCPQUBHRYJ4,4,3 GB
"Tecno i5 PRO (Gold, 32 GB)",https://www.flipkart.com/tecno-i5-pro-gold-32-gb/p/itmeyzngchpppfv7?pid=MOBEYWFNRX4HNTT4,Tecno,13527,13527,0,25,5,MOBEYWFNRX4HNTT4,4.1,3 GB
"Nokia 5 (Matte Black, 16 GB)",https://www.flipkart.com/nokia-5-matte-black-16-gb/p/itmevr8x9sumspzf?pid=MOBEZ25BHDMHUQCY,Nokia,12499,12499,0,6661,1049,MOBEZ25BHDMHUQCY,4.1,3 GB
"GIONEE M7 Power (Gold, 64 GB)",https://www.flipkart.com/gionee-m7-power-gold-64-gb/p/itmf4hueqdbqkgng?pid=MOBEZ7JZGM5NTZVG,GIONEE,10500,10500,0,3043,400,MOBEZ7JZGM5NTZVG,4.1,4 GB
"Intex Aqua Lions 2 (Rose Gold, 8 GB)",https://www.flipkart.com/intex-aqua-lions-2-rose-gold-8-gb/p/itmezaqu8avhubfq?pid=MOBEZAQUCUYFAQGN,Intex,4990,4990,0,53,10,MOBEZAQUCUYFAQGN,3.8,1 GB
"Lenovo K6 Power (dark gold, 32 GB)",https://www.flipkart.com/lenovo-k6-power-dark-gold-32-gb/p/itmezenfhm4mvptw?pid=MOBEZEMYH7FQBGBQ,Lenovo,7999,7999,0,241817,53056,MOBEZEMYH7FQBGBQ,4.1,3 GB
"Lenovo K6 Power (Grey / Dark Grey, 32 GB)",https://www.flipkart.com/lenovo-k6-power-grey-dark-grey-32-gb/p/itmezenfghddrfmc?pid=MOBEZENFG8BPDPSU,Lenovo,9499,9499,0,82881,17089,MOBEZENFG8BPDPSU,4,4 GB
"Lenovo K6 Power (Grey/Dark Grey, 32 GB)",https://www.flipkart.com/lenovo-k6-power-grey-dark-grey-32-gb/p/itmezenfhm4mvptw?pid=MOBEZENFZBPW8UMF,Lenovo,9999,9999,0,241817,53056,MOBEZENFZBPW8UMF,4.1,3 GB
"KARBONN K9 Smart Eco (Black Champange, 8 GB)",https://www.flipkart.com/karbonn-k9-smart-eco-black-champange-8-gb/p/itmezp5zcfnyarhd?pid=MOBEZP5ZMZESZPXQ,KARBONN,3499,5990,41,9016,1158,MOBEZP5ZMZESZPXQ,3.3,1 GB
"OPPO F5 (Red, 64 GB)",https://www.flipkart.com/oppo-f5-red-64-gb/p/itmezq6rgu7uhcf4?pid=MOBEZPMXWTN5GFYQ,OPPO,24990,24990,0,1741,250,MOBEZPMXWTN5GFYQ,4.4,6 GB
"YU Yureka Note (Black, 16 GB)",https://www.flipkart.com/yu-yureka-note-black-16-gb/p/itmezt63ghnhxfhx?pid=MOBEZT63SJAWGWXY,YU,6899,14999,54,6863,1194,MOBEZT63SJAWGWXY,3.5,3 GB
"Redmi 5A (Gold, 16 GB)",https://www.flipkart.com/redmi-5a-gold-16-gb/p/itmf2fwcumw7ghwy?pid=MOBEZWXENJA6PKFM,Redmi,7299,7299,0,1232936,152880,MOBEZWXENJA6PKFM,4.5,2 GB
"Redmi 5A (Grey, 16 GB)",https://www.flipkart.com/redmi-5a-grey-16-gb/p/itmf2fwcumw7ghwy?pid=MOBEZWXESCPGF3GZ,Redmi,6999,6999,0,1232947,152881,MOBEZWXESCPGF3GZ,4.5,2 GB
"Redmi 5A (Grey, 32 GB)",https://www.flipkart.com/redmi-5a-grey-32-gb/p/itmf2fwcumw7ghwy?pid=MOBEZWXEYHCFFPHD,Redmi,7999,7999,0,605763,65273,MOBEZWXEYHCFFPHD,4.4,3 GB
"OPPO F5 (Black, 32 GB)",https://www.flipkart.com/oppo-f5-black-32-gb/p/itmezypvemsyzy9s?pid=MOBEZYPVYCT9HMGW,OPPO,15500,15500,0,5773,975,MOBEZYPVYCT9HMGW,4.4,4 GB
"Nokia 2 (Copper/Black, 8 GB)",https://www.flipkart.com/nokia-2-copper-black-8-gb/p/itmff6mwdyg6fgdt?pid=MOBF27B4QFANGDSU,Nokia,7007,7007,0,6854,961,MOBF27B4QFANGDSU,3.8,1 GB
"Redmi Note 5 Pro (Gold, 64 GB)",https://www.flipkart.com/redmi-note-5-pro-gold-64-gb/p/itmf2fc3txmqwdkb?pid=MOBF28FTHZYYGXFY,Redmi,11490,11490,0,1171868,123793,MOBF28FTHZYYGXFY,4.5,4 GB
"Redmi Note 5 Pro (Black, 64 GB)",https://www.flipkart.com/redmi-note-5-pro-black-64-gb/p/itmf2fc3qjzftfch?pid=MOBF28FTKDWY5EHE,Redmi,16999,16999,0,258897,25437,MOBF28FTKDWY5EHE,4.5,6 GB
"Redmi Note 5 Pro (Gold, 64 GB)",https://www.flipkart.com/redmi-note-5-pro-gold-64-gb/p/itmf2fc3bknfqpkj?pid=MOBF28FTVG9GMYQM,Redmi,16999,16999,0,258897,25437,MOBF28FTVG9GMYQM,4.5,6 GB
"Redmi Note 5 (Black, 64 GB)",https://www.flipkart.com/redmi-note-5-black-64-gb/p/itmf2fc3phdkgahv?pid=MOBF28FTXZYZ6UYJ,Redmi,11999,11999,0,356528,39962,MOBF28FTXZYZ6UYJ,4.4,4 GB
"Tecno I5 (Champagne Gold, 16 GB)",https://www.flipkart.com/tecno-i5-champagne-gold-16-gb/p/itmf29da8rvhh8rw?pid=MOBF29DAGHXHAFPZ,Tecno,6990,6990,0,32,2,MOBF29DAGHXHAFPZ,3.7,2 GB
"OPPO A71 New Edition (Black, 16 GB)",https://www.flipkart.com/oppo-a71-new-black-16-gb/p/itmf9pgfg6syuqfu?pid=MOBF2AKZHHR72DRH,OPPO,9940,9940,0,11936,797,MOBF2AKZHHR72DRH,4.4,3 GB
